filename,width,height,class,xmin,ymin,xmax,ymax
gothicSY_00088.JPG,4000,3000,nonMotorized,1,657,141,1743
gothicSY_00088.JPG,4000,3000,nonMotorized,221,743,715,1764
brushSY_00097.JPG,4000,3000,nonMotorized,3159,839,3244,1108
brushSY_00091.JPG,4000,3000,dog,3429,1557,3959,2034
cementSY_00009.JPG,4000,3000,motorized,1485,1487,1815,1692
cementSY_00009.JPG,4000,3000,nonMotorized,1872,1406,1948,1624
cementSY_00009.JPG,4000,3000,motorized,2091,1457,2375,1752
gothicSY_00094.JPG,4000,3000,dog,2411,1381,2702,1606
gothicSY_00094.JPG,4000,3000,nonMotorized,24,592,371,1860
gothicSY_00094.JPG,4000,3000,nonMotorized,400,707,650,1736
gothicSY_00022.JPG,4000,3000,nonMotorized,1818,439,2362,1987
gothicSY_00051.JPG,4000,3000,nonMotorized,1,746,279,1813
brushSY_00186.JPG,4000,3000,dog,3295,1294,3555,1421
brushSY_00186.JPG,4000,3000,nonMotorized,3050,854,3138,1146
brushSY_00195.JPG,4000,3000,dog,2835,1169,2935,1309
brushSY_00195.JPG,4000,3000,nonMotorized,3228,860,3304,1058
brushSY_00083.JPG,4000,3000,nonMotorized,3575,880,3782,1503
brushSY_00083.JPG,4000,3000,nonMotorized,3282,834,3449,1421
brushSY_00083.JPG,4000,3000,nonMotorized,2951,785,3133,1367
brushSY_00083.JPG,4000,3000,dog,2826,1160,3051,1368
cementSY_00124.JPG,4000,3000,nonMotorized,2669,1622,2936,2312
cementSY_00124.JPG,4000,3000,nonMotorized,2945,1652,3221,2321
brushSY_00176.JPG,4000,3000,nonMotorized,3282,906,3568,1410
gothicSY_00093.JPG,4000,3000,nonMotorized,303,690,709,1731
gothicSY_00093.JPG,4000,3000,nonMotorized,1,642,166,1736
gothicSY_00093.JPG,4000,3000,dog,2450,1403,2797,1573
brushSY_00030.JPG,4000,3000,dog,2964,1129,3120,1312
brushSY_00090.JPG,4000,3000,nonMotorized,3390,847,3747,1508
brushSY_00182.JPG,4000,3000,dog,3501,1315,3635,1446
brushSY_00167.JPG,4000,3000,nonMotorized,3361,931,3617,1407
brushSY_00167.JPG,4000,3000,nonMotorized,3183,845,3274,1070
brushSY_00167.JPG,4000,3000,nonMotorized,3283,852,3374,1048
brushSY_00073.JPG,4000,3000,nonMotorized,2795,898,2956,1367
brushSY_00073.JPG,4000,3000,nonMotorized,3418,926,3675,1463
brushSY_00157.JPG,4000,3000,dog,2755,1198,2843,1372
brushSY_00157.JPG,4000,3000,nonMotorized,2822,894,2973,1379
brushSY_00157.JPG,4000,3000,nonMotorized,2931,918,3046,1287
washingtonSY_00036.JPG,4000,3000,nonMotorized,3896,69,4000,682
washingtonSY_00036.JPG,4000,3000,dog,3877,1001,4000,1366
cementSY_00083.JPG,4000,3000,mechanical,3059,1573,3396,2504
brushSY_00231.JPG,4000,3000,nonMotorized,3204,830,3323,1070
cementSY_00073.JPG,4000,3000,nonMotorized,2653,1513,2878,2164
cementSY_00073.JPG,4000,3000,nonMotorized,1550,1524,1630,1800
washingtonSY_00006.JPG,4000,3000,nonMotorized,2462,778,2532,907
washingtonSY_00006.JPG,4000,3000,nonMotorized,2507,701,2574,792
gothicSY_00025.JPG,4000,3000,nonMotorized,2906,1,3491,2790
cementSY_00127.JPG,4000,3000,nonMotorized,3312,1525,3784,2724
gothicSY_00035.JPG,4000,3000,dog,93,1369,703,1721
gothicSY_00035.JPG,4000,3000,dog,1626,1227,1702,1400
gothicSY_00035.JPG,4000,3000,nonMotorized,1641,1037,1757,1325
cementSY_00126.JPG,4000,3000,nonMotorized,3197,1603,3757,2749
brushSY_00081.JPG,4000,3000,nonMotorized,3595,960,3726,1437
brushSY_00081.JPG,4000,3000,nonMotorized,3664,863,3793,1152
brushSY_00081.JPG,4000,3000,nonMotorized,3934,891,4000,1411
brushSY_00081.JPG,4000,3000,dog,3725,1304,3898,1519
cementSY_00076.JPG,4000,3000,dog,1788,1854,1974,2039
cementSY_00076.JPG,4000,3000,dog,3393,2090,3582,2279
