filename,width,height,class,xmin,ymin,xmax,ymax
SY_00018.JPG,4000,3000,nonMotorized,2633,1,3527,2798
SY_00019.JPG,4000,3000,nonMotorized,2299,130,2866,2463
SY_00020.JPG,4000,3000,nonMotorized,2924,1,4000,2767
SY_00021.JPG,4000,3000,nonMotorized,1891,640,2197,1719
SY_00022.JPG,4000,3000,nonMotorized,1818,439,2362,1987
SY_00023.JPG,4000,3000,dog,2236,1882,2690,2775
SY_00025.JPG,4000,3000,nonMotorized,2906,1,3491,2790
SY_00026.JPG,4000,3000,nonMotorized,2193,322,3033,2487
SY_00027.JPG,4000,3000,nonMotorized,1951,394,2453,2178
SY_00029.JPG,4000,3000,nonMotorized,1051,721,1300,1707
SY_00030.JPG,4000,3000,nonMotorized,1463,791,1753,1631
SY_00030.JPG,4000,3000,dog,509,1363,738,1591
SY_00031.JPG,4000,3000,nonMotorized,1166,801,1532,1621
SY_00031.JPG,4000,3000,dog,2420,1212,2621,1372
SY_00032.JPG,4000,3000,dog,1657,1201,1759,1309
SY_00032.JPG,4000,3000,nonMotorized,1808,1015,1881,1333
SY_00033.JPG,4000,3000,nonMotorized,1232,1139,1262,1236
SY_00034.JPG,4000,3000,mechanical,965,794,1485,1685
SY_00034.JPG,4000,3000,mechanical,1,625,562,1801
SY_00035.JPG,4000,3000,dog,93,1369,703,1721
SY_00035.JPG,4000,3000,dog,1626,1227,1702,1400
SY_00035.JPG,4000,3000,nonMotorized,1641,1037,1757,1325
SY_00036.JPG,4000,3000,dog,266,1363,808,1970
SY_00036.JPG,4000,3000,nonMotorized,1665,1030,1797,1343
SY_00037.JPG,4000,3000,nonMotorized,1176,858,1438,1627
SY_00039.JPG,4000,3000,dog,1,1406,144,1828
SY_00039.JPG,4000,3000,dog,1499,1206,1600,1282
SY_00039.JPG,4000,3000,nonMotorized,1414,1136,1476,1267
SY_00040.JPG,4000,3000,nonMotorized,1582,984,1757,1378
SY_00041.JPG,4000,3000,nonMotorized,1,864,239,1728
SY_00043.JPG,4000,3000,nonMotorized,3563,1,4000,2884
SY_00044.JPG,4000,3000,nonMotorized,130,181,897,2342
SY_00045.JPG,4000,3000,nonMotorized,91,654,520,1797
SY_00046.JPG,4000,3000,nonMotorized,96,681,544,1819
SY_00047.JPG,4000,3000,nonMotorized,718,746,1039,1646
SY_00050.JPG,4000,3000,nonMotorized,1203,900,1530,1566
SY_00051.JPG,4000,3000,nonMotorized,1,746,279,1813
SY_00052.JPG,4000,3000,nonMotorized,1303,854,1645,1592
SY_00054.JPG,4000,3000,nonMotorized,1182,779,1478,1592
SY_00055.JPG,4000,3000,dog,2148,1913,3871,2867
SY_00058.JPG,4000,3000,nonMotorized,2048,375,2591,2200
SY_00059.JPG,4000,3000,nonMotorized,1636,701,1997,1804
SY_00059.JPG,4000,3000,dog,533,1301,805,1654
SY_00061.JPG,4000,3000,nonMotorized,1894,736,2745,2557
SY_00062.JPG,4000,3000,nonMotorized,2363,481,2929,2463
SY_00063.JPG,4000,3000,nonMotorized,2314,633,2906,2412
SY_00064.JPG,4000,3000,nonMotorized,1835,455,2385,2209
SY_00065.JPG,4000,3000,nonMotorized,1326,785,1732,1769
SY_00066.JPG,4000,3000,nonMotorized,390,731,878,1654
SY_00067.JPG,4000,3000,nonMotorized,685,812,947,1609
SY_00067.JPG,4000,3000,dog,524,1248,872,1649
SY_00068.JPG,4000,3000,dog,115,1310,571,1764
SY_00068.JPG,4000,3000,nonMotorized,1,754,217,1751
SY_00070.JPG,4000,3000,nonMotorized,1357,560,1745,1945
SY_00072.JPG,4000,3000,nonMotorized,641,791,996,1670
SY_00072.JPG,4000,3000,nonMotorized,1060,787,1362,1585
SY_00072.JPG,4000,3000,nonMotorized,1517,934,1732,1436
SY_00072.JPG,4000,3000,nonMotorized,1632,894,1771,1312
SY_00073.JPG,4000,3000,nonMotorized,836,746,1206,1670
SY_00073.JPG,4000,3000,nonMotorized,1191,872,1415,1570
SY_00073.JPG,4000,3000,nonMotorized,1381,775,1579,1472
SY_00073.JPG,4000,3000,nonMotorized,1648,969,1772,1430
SY_00073.JPG,4000,3000,nonMotorized,1718,921,1835,1304
SY_00074.JPG,4000,3000,nonMotorized,1,666,385,1795
SY_00074.JPG,4000,3000,nonMotorized,848,616,1159,1616
SY_00074.JPG,4000,3000,nonMotorized,1406,885,1599,1509
SY_00074.JPG,4000,3000,nonMotorized,1582,876,1824,1498
SY_00074.JPG,4000,3000,nonMotorized,1218,1131,1290,1243
