filename,width,height,class,xmin,ymin,xmax,ymax
mechanical_1_dogs1_2018-12-07--08-38-15.JPG,4000,3000,mechanical,2532,1461,3502,2625
mechanical_1_dogs1_2018-12-07--08-38-15.JPG,4000,3000,dog,3704,2010,4000,2438
mechanical_1_dogs1_2018-12-08--13-32-27.JPG,4000,3000,dog,2400,1987,2762,2402
mechanical_1_dogs1_2018-12-08--13-32-27.JPG,4000,3000,mechanical,3279,1464,3858,2555
mechanical_1_dogs2_2018-12-09--09-00-01.JPG,4000,3000,mechanical,2824,1481,3249,2491
mechanical_1_dogs2_2018-12-09--09-00-01.JPG,4000,3000,dog,2006,1721,2287,1936
mechanical_1_dogs2_2018-12-09--09-00-01.JPG,4000,3000,nonMotorized,1517,1459,1687,1870
mechanical_1_dogs2_2018-12-09--09-00-01.JPG,4000,3000,dog,1494,1681,1696,1864
mechanical_1_dogs2_2018-12-09--09-00-01.JPG,4000,3000,nonMotorized,1379,1481,1532,1827
mechanical_1_dogs2_2018-12-23--09-50-11.JPG,4000,3000,mechanical,2360,1487,2779,2347
mechanical_1_dogs2_2018-12-23--09-50-11.JPG,4000,3000,dog,2709,1991,3038,2361
mechanical_1_dogs2_2018-12-23--09-50-11.JPG,4000,3000,dog,2994,2013,3155,2389
mechanical_1_noDogs_2018-12-07--08-09-17.JPG,4000,3000,mechanical,3081,1476,3953,2687
mechanical_1_noDogs_2018-12-07--12-29-15.JPG,4000,3000,mechanical,2796,1519,3192,2287
mechanical_1_noDogs_2018-12-07--12-29-41.JPG,4000,3000,mechanical,2730,1442,3079,2208
mechanical_1_noDogs_2018-12-07--13-37-19.JPG,4000,3000,mechanical,3236,1406,3789,2570
mechanical_1_noDogs_2018-12-07--13-38-01.JPG,4000,3000,mechanical,3068,1459,3609,2474
mechanical_1_noDogs_2018-12-08--12-19-35.JPG,4000,3000,mechanical,3034,1532,3530,2421
mechanical_1_noDogs_2018-12-08--12-23-30.JPG,4000,3000,mechanical,3396,1464,3917,2566
mechanical_1_noDogs_2018-12-08--13-16-10.JPG,4000,3000,mechanical,2779,1474,3172,2313
mechanical_1_noDogs_2018-12-08--14-18-32.JPG,4000,3000,mechanical,2715,1470,3164,2334
mechanical_1_noDogs_2018-12-09--10-09-32.JPG,4000,3000,mechanical,2343,1451,2685,2193
mechanical_1_noDogs_2018-12-09--12-39-15.JPG,4000,3000,mechanical,2949,1538,3362,2404
mechanical_1_noDogs_2018-12-09--13-57-08.JPG,4000,3000,mechanical,2483,1540,2868,2257
mechanical_1_noDogs_2018-12-09--14-34-38.JPG,4000,3000,mechanical,2651,1457,3124,2479
mechanical_1_noDogs_2018-12-09--15-31-04.JPG,4000,3000,mechanical,2557,1472,2963,2278
mechanical_1_noDogs_2018-12-12--10-32-37.JPG,4000,3000,mechanical,3455,1542,3964,2640
mechanical_1_noDogs_2018-12-12--11-35-22.JPG,4000,3000,mechanical,2370,1538,2772,2234
mechanical_1_noDogs_2018-12-15--14-31-54.JPG,4000,3000,mechanical,2794,1476,3309,2630
mechanical_1_noDogs_2018-12-15--15-00-24.JPG,4000,3000,mechanical,2385,1498,2755,2234
mechanical_1_noDogs_2018-12-16--10-42-25.JPG,4000,3000,mechanical,2879,1464,3460,2630
mechanical_1_noDogs_2018-12-16--12-12-57.JPG,4000,3000,mechanical,2481,1476,2883,2244
mechanical_1_noDogs_2018-12-17--11-09-35.JPG,4000,3000,mechanical,2783,1485,3353,2696
mechanical_1_noDogs_2018-12-17--11-14-07.JPG,4000,3000,mechanical,3281,1438,3768,2481
mechanical_1_noDogs_2018-12-17--12-41-04.JPG,4000,3000,mechanical,2730,1444,3168,2338
mechanical_1_noDogs_2018-12-17--12-44-18.JPG,4000,3000,mechanical,3753,1723,4000,2696
mechanical_1_noDogs_2018-12-18--11-26-21.JPG,4000,3000,mechanical,2800,1517,3347,2451
mechanical_1_noDogs_2018-12-18--12-52-09.JPG,4000,3000,mechanical,2604,1491,2992,2193
mechanical_1_noDogs_2018-12-20--10-40-58.JPG,4000,3000,mechanical,2972,1510,3524,2572
mechanical_1_noDogs_2018-12-20--10-44-27.JPG,4000,3000,mechanical,2736,1455,3228,2493
mechanical_1_noDogs_2018-12-20--11-20-33.JPG,4000,3000,mechanical,2330,1476,2751,2323
mechanical_1_noDogs_2018-12-21--11-23-17.JPG,4000,3000,mechanical,3334,1527,3996,2738
mechanical_1_noDogs_2018-12-21--13-23-14.JPG,4000,3000,mechanical,2660,1498,3145,2372
mechanical_1_noDogs_2018-12-22--10-13-16.JPG,4000,3000,mechanical,2736,1459,3362,2506
mechanical_1_noDogs_2018-12-23--08-35-40.JPG,4000,3000,mechanical,3026,1479,3543,2589
mechanical_1_noDogs_2018-12-23--09-34-54.JPG,4000,3000,mechanical,3230,1453,3730,2310
mechanical_1_noDogs_2018-12-23--09-35-59.JPG,4000,3000,mechanical,2955,1519,3481,2532
mechanical_1_noDogs_2018-12-23--09-36-25.JPG,4000,3000,mechanical,2534,1487,3013,2370
mechanical_1_noDogs_2018-12-23--15-05-44.JPG,4000,3000,mechanical,2804,1438,3417,2730
mechanical_1_noDogs_2018-12-23--16-03-24.JPG,4000,3000,mechanical,2792,1453,3296,2355
mechanical_1_noDogs_2018-12-26--11-18-03.JPG,4000,3000,mechanical,2764,1519,3334,2523
mechanical_1_noDogs_2018-12-26--12-31-37.JPG,4000,3000,mechanical,3496,1366,4000,2779
